customer_id,full_name,age,gender,city,state,registration_date,preferred_channel,year,age_group,total_spent,spending_category,total_transactions,favorite_page_or_product
d88de982-c271-48cc-845a-f11cac413f0b,Michelle Wallace,33,Female,San Antonio,Texas,2022-04-19,both,2022,18-35,11650.798999999999,High,14.0,Cookware Set
d3f9a5b1-bef2-4d3a-a8b8-52e3fc395afb,James Blair,31,Male,Erie,Pennsylvania,2021-07-26,online,2021,18-35,3824.54,Medium,5.0,account
b789d3ad-28e9-41ab-aafd-00111af51920,Ashley Romero,18,Female,Charlotte,North Carolina,2023-12-25,in-store,2023,1-17,1725.69,Low,2.0,home
aeba2e34-3bc5-496c-8520-a8bad74b62d2,Kylie Morales,26,Female,Cincinnati,Ohio,2020-10-13,both,2020,18-35,11623.922,High,19.0,Dining Table
4f17578d-c67e-4ca2-aa80-6a27f5ec2411,Lisa Perry,29,Female,Vancouver,Washington,2021-01-16,online,2021,18-35,4745.22175575,Medium,9.0,checkout
6ee23d8d-21b4-4d0a-acad-eacd25fca760,James Harmon,47,Male,Philadelphia,Pennsylvania,2024-03-16,online,2024,46-60,689.12,Low,3.0,iPad Pro
0334c8a8-32db-4e55-9088-e2e1c3ead6c6,Connie Maxwell,39,Female,Albany,New York,2024-06-06,in-store,2024,36-45,0.0,Low,0.0,category_tvs
a7754bde-6a46-49ea-8a1a-94c46fbf786a,Chris Jones,18,Male,Fort Worth,Texas,2020-10-02,online,2020,1-17,7601.231500000001,High,7.0,Amazon Echo
e8115966-a286-4e9a-994b-9512e4ec6e3c,Susan Armstrong,35,Female,Tallahassee,Florida,2023-07-29,online,2023,18-35,1170.598,Low,4.0,category_smart_home
3d2b8eab-07dd-4900-9389-f468deb10694,Andrea Davis,30,Female,Springfield,Illinois,2022-04-03,online,2022,18-35,8024.434499999999,High,9.0,account
cc6c7f77-9daf-4259-aa40-d2467a6b7084,Jack White,26,Male,Fort Worth,Texas,2024-07-10,both,2024,18-35,1170.3,Low,1.0,MacBook Pro
14c69fe5-d344-440a-877a-8c17c3ba847c,Jackson Ball,42,Male,Tallahassee,Florida,2021-12-22,online,2021,36-45,7566.1582499999995,High,11.0,category_smart_home
a992a917-e849-4ffc-9848-fcf06233b135,Phillip Nelson,47,Male,Charlotte,North Carolina,2020-10-14,online,2020,46-60,18354.8,High,17.0,Coffee Maker
d5e0c0b0-ec1a-4eb2-bdc0-eb82a517d128,Thomas Kennedy,46,Male,Rochester,New York,2021-07-02,online,2021,46-60,2193.1904999999997,Low,6.0,category_smartphones
e9eb9097-60d5-45ce-a5fd-9d2a25f6ed3e,Eddie Smith,35,Male,Grand Rapids,Michigan,2025-01-30,both,2025,18-35,0.0,Low,0.0,product_listing
867b37fa-2337-419f-a8f4-b3231eb98785,Brandi Bell,31,Female,Newark,New Jersey,2024-04-05,in-store,2024,18-35,9400.749559,High,3.0,MacBook Pro
5e4aaf11-21fd-4847-94eb-00d778eb4cf5,Howard Norman,38,Male,Charlotte,North Carolina,2024-06-03,both,2024,36-45,1854.768,Low,4.0,Refrigerator
e09c619b-f8b0-4f81-9963-a0c5f394ec44,Melissa Bell,46,Female,Buffalo,New York,2023-11-10,online,2023,46-60,711.0889999999999,Low,6.0,account
0e5ce99f-c6f4-4db6-b32d-6be498335d86,Jennifer Banks,29,Female,Macon,Georgia,2021-01-31,both,2021,18-35,5811.09,Medium,10.0,Sofa
1f29eb4e-653b-4fc6-b09b-7731d991951a,Zachary Cochran,32,Male,Fort Worth,Texas,2025-01-18,online,2025,18-35,0.0,Low,0.0,product_listing
48072bb1-4d1d-4473-954b-81982b388e73,Kristen Wood,21,Female,Austin,Texas,2023-03-08,online,2023,18-35,1601.9499999999998,Low,3.0,Sofa
5ca706a8-fdaa-4203-a1cd-8d5855f715e9,Kevin Martin,20,Prefer not to say,San Diego,California,2022-05-25,both,2022,18-35,5187.146,Medium,5.0,order_history
7e43dece-6864-40eb-ae54-0345dc71cb98,Stephen Gardner,44,Male,Elizabeth,New Jersey,2023-01-22,in-store,2023,36-45,786.64,Low,2.0,Refrigerator
e9bc115f-9f34-459e-9190-ea177aa4681a,Joanna Thomas,35,Female,Seattle,Washington,2021-07-19,online,2021,18-35,5157.936,Medium,13.0,about_us
53182df4-1874-45e5-bbb2-3b397df2e5d0,Unknown,34,Male,Houston,Texas,2022-01-20,in-store,2022,18-35,7075.689,High,13.0,Amazon Echo
6638d90a-5b78-4c9b-9fcb-befdfdaf8d02,Betty Davis,47,Female,Albany,New York,2023-04-07,in-store,2023,46-60,7152.3485,High,5.0,Area Rug
0b4d8621-9d37-427c-8b86-54f2b398f2c9,Jordan Hicks,39,Male,Flint,Michigan,2021-05-24,both,2021,36-45,9986.031500000001,High,17.0,Amazon Echo
214cfd6d-e5ac-4db4-9e1f-cd692e2ccba6,Albert Edwards,27,Male,New York City,New York,2024-02-16,online,2024,18-35,13618.529999999999,High,3.0,checkout
7c6f9d72-9689-42e5-b081-f7af88dc60f1,Diana Evans,39,Female,Buffalo,New York,2020-07-15,online,2020,36-45,7862.8045,High,16.0,Refrigerator
54b34b95-7b8d-4b70-a8cc-4ba962d001cc,Chad Gilbert,53,Male,Tampa,Florida,2020-07-22,in-store,2020,46-60,6776.657499999999,High,10.0,Nintendo Switch
838aa59a-3e49-4bf0-9fdb-52c98b892d8e,Susan Thompson,34,Female,San Diego,California,2023-11-29,both,2023,18-35,4537.742,Medium,6.0,iPad Pro
c763319e-a1b7-49e4-a3f9-63c8a1df6295,Michelle Smith,53,Female,Orlando,Florida,2023-03-08,online,2023,46-60,3556.4320000000002,Medium,3.0,Bose Headphones
7ddab3bd-a49b-4122-9356-5bafa60fc685,Elizabeth Sharp,18,Female,Tempe,Arizona,2023-05-23,online,2023,1-17,487.81,Low,2.0,Sofa
30012d88-2488-41c8-ba2e-7833551da3e5,Philip Becker,44,Male,Austin,Texas,2024-07-22,in-store,2024,36-45,196.15,Low,1.0,Dell XPS 15
175b576f-ab39-4cd7-8253-57a811d22358,Michael Parker,36,Male,Jacksonville,Florida,2021-03-23,in-store,2021,36-45,6753.8955,High,14.0,Amazon Echo
dde8004d-4a47-407f-bccb-0c53ef4deb72,Sheila Knox,31,Female,Miami,Florida,2023-11-08,online,2023,18-35,2550.4700000000003,Medium,3.0,search_results
9fd12c16-9673-46b1-81f5-fc225c77fe51,Hannah Hill,36,Female,San Diego,California,2022-07-14,online,2022,36-45,5529.393,Medium,9.0,product_listing
e3fd3686-61bb-48a4-9ab8-3bcde2250a42,Robyn Dennis,18,Female,Sacramento,California,2025-01-01,both,2025,1-17,0.0,Low,0.0,Sony Bravia TV
947fec07-da8e-4f40-a7a6-b167c4977332,Elizabeth Zimmerman,32,Female,Houston,Texas,2020-07-01,online,2020,18-35,15635.386628,High,21.0,Dell XPS 15
98d41fcd-f138-4d22-bc16-e9422c5d1d06,Sheila Cook,35,Female,Norfolk,Virginia,2024-08-24,both,2024,18-35,163.0045,Low,1.0,Amazon Echo
ce95609a-63bc-4972-9465-29cb190f0df0,Jacqueline Gutierrez,52,Female,San Francisco,California,2021-03-26,Unknown,2021,46-60,5684.28,Medium,4.0,Dell XPS 15
72549804-eee4-4a6d-b3a4-c04061550de7,Clinton Preston,28,Male,Albany,New York,2022-09-03,online,2022,18-35,10187.019999999999,High,9.0,home
a1404ecc-4fc4-4218-9f07-ed77cddf3c03,Joseph Jenkins,25,Unknown,Lansing,Michigan,2021-03-09,online,2021,18-35,12356.154,High,14.0,category_audio
9a5a78c1-f720-4b0b-a017-070b5078837d,Anthony Smith,28,Male,Jacksonville,Florida,2021-07-23,both,2021,18-35,2557.67,Medium,5.0,Amazon Echo
e049f5d1-bb8e-43fe-926a-06ed322361b1,Kristy Knight,45,Female,San Antonio,Texas,2024-09-08,online,2024,36-45,1262.0829999999999,Low,4.0,Dining Table
77df43a2-0830-48c8-aa95-beaf3a933fa0,Brady Montgomery,38,Male,Seattle,Washington,2023-10-25,in-store,2023,36-45,1921.618,Low,2.0,home
ace3d1c0-d5fc-40b2-8a4c-93ccb5001366,Heather Davis,28,Female,Chicago,Illinois,2024-05-20,online,2024,18-35,2478.846,Medium,3.0,wishlist
bb6781fb-6197-4287-841a-fe3d5e1007bc,Unknown,41,Female,Pittsburgh,Unknown,2022-06-09,online,2022,36-45,7618.8995,High,7.0,Sofa
424b2dc3-0912-4e02-8588-b0e132334c56,Douglas Hartman,36,Male,Allentown,Pennsylvania,2021-05-10,both,2021,36-45,13049.140000000001,High,17.0,Coffee Maker
88826d13-4a44-4427-85e3-21839c66a180,Jerry Harper,46,Male,Newark,New Jersey,2021-01-30,both,2021,46-60,4859.561000000001,Medium,7.0,Coffee Maker
b8fd4b01-a7d4-45af-befb-c9f5dca6a958,James Ford,26,Male,Los Angeles,California,2022-05-07,online,2022,18-35,2253.622,Low,6.0,Bose Headphones
2bb18b90-23ae-4be7-86ac-0c8953a7b42e,Andrea Williams,31,Female,San Antonio,Texas,2021-10-04,online,2021,18-35,3372.21,Medium,4.0,support
e1d30d90-f6e5-439d-9bec-2b2287663015,Michele Harris,30,Female,Macon,Georgia,2023-11-14,online,2023,18-35,4661.6065,Medium,8.0,product_listing
1447c94e-ed2a-4b45-ba05-ced3d3cfcfee,Michael Edwards,18,Unknown,Buffalo,New York,2021-03-22,online,2021,1-17,1565.1,Low,2.0,category_furniture
085ffa21-6074-4e96-805a-78c32a0c49ec,Sharon Crane,38,Female,San Francisco,California,2020-06-26,both,2020,36-45,11633.9,High,11.0,Amazon Echo
60a0218a-a6d1-465c-875e-2c0402e18ec1,Patricia Morrow,38,Female,Harrisburg,Pennsylvania,2020-06-24,in-store,2020,36-45,11492.7255,High,10.0,Samsung Galaxy S22
849a8653-f869-4056-abac-3ec07aa5b48f,Robert Trujillo,35,Male,San Jose,California,2022-10-31,in-store,2022,18-35,3655.797,Medium,6.0,Dell XPS 15
5d47a88e-6229-402f-a920-0fb7194c722b,Laura Adams,32,Female,Columbus,Ohio,2023-01-03,online,2023,18-35,10463.761,High,9.0,Area Rug
4ee5d856-5b47-461c-9356-104dc45ff2d9,Erica Campbell,35,Female,Springfield,Illinois,2020-07-17,online,2020,18-35,8066.116,High,14.0,Sofa
d3e2fe60-68bc-47b5-b704-72c4a0b3d5a7,Anthony Garrett,29,Male,Raleigh,North Carolina,2022-06-03,both,2022,18-35,3441.4295,Medium,9.0,Dell XPS 15
f3a020be-2e98-468d-affd-2b0388a78026,Holly Evans,30,Female,Alexandria,Virginia,2021-07-16,online,2021,18-35,16711.111154,High,12.0,wishlist
ccea51cc-3733-4d90-8058-e8300231e4db,Richard Wright,25,Male,Alexandria,Virginia,2020-08-13,both,2020,18-35,8649.969,High,11.0,Amazon Echo
75b06ec5-d6a5-4a69-8cbc-9aceb52f5d95,Holly Vega,33,Female,Trenton,New Jersey,2023-04-30,online,2023,18-35,10265.4165,High,11.0,Bose Headphones
a996b5bf-5e05-4408-9a4e-6e546ad6e860,Unknown,39,Female,Tampa,Florida,2021-04-21,online,2021,36-45,3516.785,Medium,10.0,product_listing
46500270-37db-4999-8820-cc9bfd3f32b5,Paul Marks,57,Male,Orlando,Florida,2021-08-24,online,2021,46-60,2325.573,Medium,4.0,Bose Headphones
50c6e50f-7f77-4c91-88f6-89b6658693c8,Jack Mora,37,Male,San Francisco,California,2023-12-04,online,2023,36-45,3659.946,Medium,7.0,iPhone 13
7c15eaeb-bffd-4f97-b4da-19601d48aaaf,Julie Vargas,38,Female,Syracuse,New York,2021-12-06,online,2021,36-45,8577.194,High,8.0,category_tvs
9d975045-72ce-4f87-af01-ec01223f8331,Stephanie Meyer,34,Female,Virginia Beach,Virginia,2022-09-23,both,2022,18-35,3720.395,Medium,9.0,category_kitchen
cb035960-9c0a-4e49-83b3-48d1fa55b763,Christopher Martin,18,Male,Charlotte,North Carolina,2023-03-05,online,2023,1-17,1885.6625000000001,Low,3.0,category_audio
4deb2f9b-ffb0-415a-b620-cbd8d467ebd1,Tristan Bond,34,Male,Tallahassee,Florida,2021-08-24,both,2021,18-35,12462.641,High,16.0,Coffee Maker
1357f6c0-b344-4de1-927e-8d29271db5dc,Steven Ramos,35,Male,San Diego,California,2025-02-05,online,2025,18-35,0.0,Low,0.0,home
5a83ec13-88d8-46cd-a059-fee09cceabbe,Jennifer Pierce,64,Female,Springfield,Illinois,2022-03-25,online,2022,60+,7577.923,High,9.0,Bose Headphones
1bf60267-eb3b-4acd-8123-b55d20f3ae7b,Alyssa Cochran,32,Female,Pittsburgh,Pennsylvania,2022-08-13,in-store,2022,18-35,1810.683,Low,4.0,store_locator
a53d12a9-3607-4c1c-9043-967c8ba87c3c,Russell Cochran,38,Male,Trenton,New Jersey,2024-09-06,online,2024,36-45,145.01,Low,1.0,Nintendo Switch
012bb8ba-52a2-40de-9f4c-a1c76b48667d,Laurie Rogers,34,Female,San Jose,California,2021-11-02,online,2021,18-35,5373.326,Medium,9.0,search_results
bb80976b-59b7-4f25-a65f-78db89204afe,Timothy Taylor,20,Male,Pittsburgh,Pennsylvania,2021-08-22,online,2021,18-35,1607.571,Low,4.0,Amazon Echo
fbbf259a-7b4d-487f-aa77-1d1a2d4a5234,Jocelyn Lloyd,48,Female,Houston,Texas,2024-04-27,in-store,2024,46-60,107.02,Low,1.0,Amazon Echo
e320e880-8012-4eaa-a8ad-d0a2e319a9ef,Jennifer Spencer,44,Female,Harrisburg,Pennsylvania,2021-09-27,both,2021,36-45,10272.777,High,14.0,category_tvs
483977d6-59a3-4d37-acfe-4ae889bad936,Katherine Guerrero,44,Female,Tampa,Florida,2021-04-19,both,2021,36-45,7429.7965,High,14.0,product_listing
1f18dbd6-e628-45fb-8c35-76549b175d7e,Juan Randall,24,Unknown,Erie,Pennsylvania,2022-11-24,both,2022,18-35,3355.34,Medium,4.0,Dining Table
33c691c0-d861-4b17-909e-291071c80851,Roy Scott,51,Male,Houston,Texas,2020-09-04,in-store,2020,46-60,9685.035,High,5.0,Amazon Echo
9a6bef15-b82d-47b7-a305-0b170ad5444f,Deborah Pena,18,Female,Tacoma,Washington,2020-05-28,online,2020,1-17,3496.622,Medium,4.0,category_laptops
b47bb92d-cd35-46e4-9d0f-d2e68865981d,Shannon Cohen,42,Female,Norfolk,Virginia,2024-06-25,online,2024,36-45,4251.3550000000005,Medium,3.0,MacBook Pro
8669e1e7-db66-4575-a349-a020e441766f,Jesus Hull,61,Male,Augusta,Georgia,2021-01-23,both,2021,60+,3759.702,Medium,5.0,MacBook Pro
28006ded-6714-4308-8a34-158ec21d425e,Megan Adams,23,Female,Tallahassee,Florida,2024-02-12,online,2024,18-35,0.0,Low,0.0,category_kitchen
1fcad74e-2c52-45f0-af8e-125ec1324a73,Adam Key,28,Male,Fort Worth,Texas,2020-03-18,online,2020,18-35,7204.690500000001,High,12.0,checkout
605480c4-edec-4a42-adc7-4fef51f018e3,Grace Reeves,36,Female,Los Angeles,California,2025-02-09,both,2025,36-45,0.0,Low,0.0,iPad Pro
f949b2e6-1601-48af-8002-7099031b0d83,Sean Silva,28,Male,Champaign,Illinois,2020-05-11,online,2020,18-35,8661.3815,High,12.0,iPad Pro
f81dc7b0-ace5-4957-bb9c-4441cd928c20,Gary Hatfield,18,Male,San Jose,California,2023-04-04,both,2023,1-17,1576.02,Low,4.0,account
e974841d-6980-4e25-82a4-bfb80e77422f,Lori Wright,35,Female,Syracuse,New York,2020-11-15,online,2020,18-35,4543.701,Medium,11.0,store_locator
4276d3c7-a160-46f5-8ce6-935108c2f368,Crystal Acosta,22,Female,Tampa,Florida,2022-03-15,online,2022,18-35,2549.41,Medium,4.0,store_locator
dbc53761-4aba-42ec-9f34-2b16807ad360,Mia Harris,40,Female,Mesa,Arizona,2021-05-03,online,2021,36-45,2741.097,Medium,8.0,category_kitchen
ef1988ba-017a-4ce5-8ab5-69fe2998dbc0,Joshua Lozano,23,Male,Seattle,Washington,2022-02-21,online,2022,18-35,2484.9,Medium,4.0,category_furniture
840d3bc2-d2c8-4a3e-8e1c-f98f3aaa2784,Jeffery Wilson,53,Male,Erie,Pennsylvania,2024-05-11,both,2024,46-60,7782.888,High,8.0,iPhone 13
d3b9f9f6-6986-4bb5-8c43-ef56c876ec1c,Michael Brown,25,Male,Worcester,Massachusetts,2025-01-02,in-store,2025,18-35,0.0,Low,0.0,category_audio
f2b03d41-af3d-4b2d-a88b-b09972476d48,Matthew Wright,31,Male,Worcester,Massachusetts,2025-02-06,online,2025,18-35,0.0,Low,0.0,category_smartphones
3010fe3e-f791-47d4-add2-1da35e890603,Jeremy Wilson,44,Male,Philadelphia,Pennsylvania,2021-03-01,online,2021,36-45,13242.516500000002,High,11.0,Sony Bravia TV
cfd044fa-b5cb-4286-b97f-197990ed8317,Mike Wilson,20,Male,Sacramento,California,2024-08-27,online,2024,18-35,91.0,Low,1.0,Amazon Echo
5f92eead-8dd3-4b7f-a64f-1c5325616853,Patricia Hayes,37,Female,Harrisburg,Pennsylvania,2021-01-19,both,2021,36-45,8179.282999999999,High,14.0,Bose Headphones
455ff171-e9a6-424b-8d2d-78a845c63be5,Charles Morrison,50,Male,San Antonio,Texas,2025-01-18,online,2025,46-60,0.0,Low,0.0,category_tvs
b2909ef3-ec31-4785-b0b6-a6c7727fdb2a,Alexander Thomas,18,Male,San Antonio,Texas,2021-05-28,both,2021,1-17,6386.809,High,6.0,account
b6d52ab5-ff25-4c09-9efb-e8edba46a027,Tina Daugherty,37,Female,Cambridge,Massachusetts,2022-02-13,online,2022,36-45,3504.1730000000002,Medium,8.0,Dining Table
58e3a667-9b3f-4da0-baea-ec65a19347e3,Lauren Scott,38,Female,Orlando,Florida,2021-05-29,online,2021,36-45,4852.6295,Medium,12.0,Dining Table
5dc3a591-eea8-4ccb-9a8b-6a8dd91b3971,Anna Walker,44,Female,Springfield,Illinois,2022-05-24,Unknown,2022,36-45,7258.6745,High,11.0,Dining Table
876bc039-bbb7-4875-86b0-dbea517706c1,John Phillips,35,Male,Dallas,Texas,2025-01-02,both,2025,18-35,150.075,Low,1.0,Cookware Set
b1cbc9f2-9e73-4acf-944e-24585ffcd3a1,Robert Grant,19,Male,Unknown,Massachusetts,2022-02-16,online,2022,18-35,12268.942,High,6.0,category_laptops
95555bc3-0004-4f6b-97ae-559307e06847,John Ferguson,41,Male,Albany,New York,2022-01-06,in-store,2022,36-45,5086.91,Medium,8.0,Nintendo Switch
80086e64-b953-4742-977c-b59140e176a4,Daniel Davenport,38,Male,Atlanta,Georgia,2025-01-28,both,2025,36-45,0.0,Low,0.0,category_smartphones
290385d8-5e51-46ba-9d25-fdfbeba1d6b5,Emily Hayes,38,Female,Grand Rapids,Michigan,2023-06-01,both,2023,36-45,17893.64864,High,9.0,category_smartphones
f43856ea-7faf-44d9-b196-7cf57aaf4a69,Katelyn Rodriguez,39,Female,Detroit,Michigan,2020-10-07,online,2020,36-45,8541.93,High,12.0,product_listing
c64b3cc0-8f16-46a7-bcc5-fe2f60e44c19,James Vance,26,Male,Dallas,Texas,2024-03-30,online,2024,18-35,5870.085500000001,Medium,4.0,order_history
76c56a13-318b-418d-982f-28fe3126d2d0,Jacob Williams,37,Male,Scottsdale,Arizona,2023-07-23,online,2023,36-45,5550.1175,Medium,8.0,about_us
ee3eb814-d007-49c7-98e2-736b0064edc1,Jeremiah Hall,38,Male,Allentown,Pennsylvania,2023-05-23,online,2023,36-45,1589.423,Low,5.0,category_smart_home
29b7a41a-9a55-4b30-890f-0849d28704bc,Mark Williams,26,Male,Dallas,Texas,2020-05-28,online,2020,18-35,10200.236,High,13.0,category_audio
5e9b5565-d08a-4f1b-8522-41f02c535772,Thomas Carlson,57,Male,Detroit,Michigan,2023-01-27,both,2023,46-60,3983.779,Medium,7.0,Dining Table
c4f73a3e-1230-4adb-a018-02745e28d2a4,Jacob Williams,40,Male,Unknown,Florida,2022-07-30,online,2022,36-45,5177.97,Medium,5.0,category_audio
0b58f20c-2c25-4698-9f37-c0fe2028c7bb,Brittney Pearson,20,Female,San Diego,California,2023-08-27,online,2023,18-35,2821.4080000000004,Medium,4.0,category_tvs
9c875033-8fb3-48d8-bbea-c5a11a686343,Rebecca Mendez,42,Female,New York City,New York,2024-03-12,online,2024,36-45,265.27,Low,2.0,Amazon Echo
1ed13513-970c-4d9c-89fd-3811baefe015,Mark Gonzales,23,Male,Bellevue,Washington,2021-11-22,both,2021,18-35,2999.6000000000004,Medium,3.0,Coffee Maker
